TITLE = "Visualization of the volumetric solution"
VARIABLES = "x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","C<sub>p</sub>"
ZONE NODES= 6684, ELEMENTS= 6648, DATAPACKING=POINT, ZONETYPE=FEQUADRILATERAL
2.000000e+01	0.000000e+00	1.287915e+00	3.408908e+02	7.162224e+00	2.976985e+05	1.010258e+05	2.732595e+02	7.988908e-01	-6.592094e-03	
1.995192e+01	7.642256e-01	1.287400e+00	3.406709e+02	6.584934e+00	2.975777e+05	1.009947e+05	2.732848e+02	7.986308e-01	-7.276069e-03	
1.990384e+01	1.528451e+00	1.288930e+00	3.414083e+02	6.124585e+00	2.979404e+05	1.010841e+05	2.732020e+02	7.995100e-01	-5.307094e-03	
1.985575e+01	2.292677e+00	1.291086e+00	3.423917e+02	6.122978e+00	2.984515e+05	1.012146e+05	2.730979e+02	8.006259e-01	-2.432749e-03	
1.973898e+01	3.048227e+00	1.292239e+00	3.428186e+02	6.369686e+00	2.987225e+05	1.012934e+05	2.730666e+02	8.009646e-01	-6.958950e-04	
1.959550e+01	3.800404e+00	1.292362e+00	3.427431e+02	6.591070e+00	2.987482e+05	1.013130e+05	2.730934e+02	8.006825e-01	-2.645208e-04	
1.945201e+01	4.552581e+00	1.291995e+00	3.425052e+02	6.664157e+00	2.986602e+05	1.012977e+05	2.731298e+02	8.003041e-01	-6.008707e-04	
1.926755e+01	5.294234e+00	1.291833e+00	3.424418e+02	6.642996e+00	2.986239e+05	1.012877e+05	2.731371e+02	8.002451e-01	-8.219271e-04	
1.903092e+01	6.022493e+00	1.291854e+00	3.424845e+02	6.629185e+00	2.986306e+05	1.012862e+05	2.731285e+02	8.003436e-01	-8.555882e-04	
1.879429e+01	6.750752e+00	1.291942e+00	3.425440e+02	6.644362e+00	2.986520e+05	1.012896e+05	2.731192e+02	8.004424e-01	-7.793936e-04	
1.854336e+01	7.473348e+00	1.291900e+00	3.425494e+02	6.669821e+00	2.986441e+05	1.012853e+05	2.731164e+02	8.004863e-01	-8.754812e-04	
1.821733e+01	8.166207e+00	1.291839e+00	3.425445e+02	6.673769e+00	2.986317e+05	1.012799e+05	2.731150e+02	8.005150e-01	-9.925087e-04	
1.789129e+01	8.859067e+00	1.291803e+00	3.425431e+02	6.674994e+00	2.986238e+05	1.012764e+05	2.731130e+02	8.005367e-01	-1.069832e-03	
1.756526e+01	9.551927e+00	1.291765e+00	3.425566e+02	6.681406e+00	2.986171e+05	1.012717e+05	2.731085e+02	8.005991e-01	-1.173149e-03	
1.716506e+01	1.020402e+01	1.291707e+00	3.425641e+02	6.682330e+00	2.986059e+05	1.012657e+05	2.731044e+02	8.006586e-01	-1.306980e-03	
1.675476e+01	1.085056e+01	1.291675e+00	3.425681e+02	6.679011e+00	2.985991e+05	1.012621e+05	2.731015e+02	8.006919e-01	-1.386264e-03	
1.634446e+01	1.149710e+01	1.291625e+00	3.425736e+02	6.682497e+00	2.985893e+05	1.012568e+05	2.730978e+02	8.007409e-01	-1.501371e-03	
1.588748e+01	1.210972e+01	1.291565e+00	3.425833e+02	6.681147e+00	2.985778e+05	1.012504e+05	2.730931e+02	8.008079e-01	-1.644078e-03	
1.539938e+01	1.269972e+01	1.291524e+00	3.425902e+02	6.674992e+00	2.985694e+05	1.012457e+05	2.730892e+02	8.008547e-01	-1.746070e-03	
1.491128e+01	1.328973e+01	1.291485e+00	3.425965e+02	6.675060e+00	2.985613e+05	1.012413e+05	2.730854e+02	8.008991e-01	-1.844671e-03	
1.440075e+01	1.385868e+01	1.291416e+00	3.426051e+02	6.676478e+00	2.985477e+05	1.012340e+05	2.730803e+02	8.009695e-01	-2.005354e-03	
1.384255e+01	1.438287e+01	1.291362e+00	3.426133e+02	6.669128e+00	2.985366e+05	1.012279e+05	2.730754e+02	8.010293e-01	-2.139186e-03	
1.328435e+01	1.490705e+01	1.291333e+00	3.426193e+02	6.665825e+00	2.985301e+05	1.012243e+05	2.730717e+02	8.010663e-01	-2.218950e-03	
1.272370e+01	1.542827e+01	1.291255e+00	3.426270e+02	6.672383e+00	2.985146e+05	1.012161e+05	2.730662e+02	8.011410e-01	-2.398471e-03	
1.210421e+01	1.587836e+01	1.291180e+00	3.426365e+02	6.667528e+00	2.984992e+05	1.012079e+05	2.730600e+02	8.012190e-01	-2.579739e-03	
1.148471e+01	1.632845e+01	1.291149e+00	3.426402e+02	6.661187e+00	2.984913e+05	1.012039e+05	2.730558e+02	8.012525e-01	-2.666745e-03	
1.086522e+01	1.677854e+01	1.291072e+00	3.426391e+02	6.671024e+00	2.984737e+05	1.011959e+05	2.730505e+02	8.013065e-01	-2.843973e-03	
1.020656e+01	1.716692e+01	1.290981e+00	3.426393e+02	6.673008e+00	2.984527e+05	1.011862e+05	2.730434e+02	8.013734e-01	-3.057618e-03	
9.535542e+00	1.753582e+01	1.290933e+00	3.426335e+02	6.668893e+00	2.984383e+05	1.011804e+05	2.730380e+02	8.013977e-01	-3.185559e-03	
8.864521e+00	1.790471e+01	1.290865e+00	3.426184e+02	6.678855e+00	2.984185e+05	1.011731e+05	2.730327e+02	8.014130e-01	-3.346952e-03	
